Structure,Index,Name,Visible,Tagged,Visibility Locked,Color,Calculate Charges,Number of Atoms,Molecular Formula,Molecular Composition,Molecular Weight,Exact Mol. Weight,Net Formal Charge,Absn_Risk,TOX_Risk,ADMET_Risk,s_user_SMILES,s_m_subgroup_title,s_m_subgroupid,b_m_subgroup_collapsed,ADMET_Code,Clean Energy
,549,13817,false,false,false,255 255 255 255,false,,,,,,,0,0.5,0.5,C1CN(CC2)C(C(=O)C)[C@@H](C12)Cc3c(ncoc4=O)n4c(c35)c(=O)cc[nH]5,AIDD_Results trypanosoma scaffold 1,AIDD_Results trypanosoma scaffold 1,0,Xr-,
,550,13907,false,false,false,255 255 255 255,false,,,,,,,0,0.5,0.5,C1CN(CC2)C[C@@H](C12)C(C#N)N(c(c34)c(=O)cc[nH]4)C(C3)N/C=N/C,AIDD_Results trypanosoma scaffold 1,AIDD_Results trypanosoma scaffold 1,0,Xm-,
,551,13921,false,false,false,255 255 255 255,false,,,,,,,0,0.5,0.5,O=C(O)c1cccc(c12)SC=CN2CC(=CC34)N(CC4)CC3c5ncon5,AIDD_Results trypanosoma scaffold 1,AIDD_Results trypanosoma scaffold 1,0,Xr-,
,552,14133,false,false,false,255 255 255 255,false,,,,,,,0,0.5,0.5,C1CN(CC2)C[C@@H](C12)C(F)c3c(N=COC(=O)C4)n4c(c35)cccc5C,AIDD_Results trypanosoma scaffold 1,AIDD_Results trypanosoma scaffold 1,0,Xr-,
,553,14409,false,false,false,255 255 255 255,false,,,,,,,0,0.5,0.5,c1cc(=S)n(C(=O)O)c(c12)N(C=CS2)CC(C3)N(CC(C34)O)C(C4)C5CCCO5,AIDD_Results trypanosoma scaffold 1,AIDD_Results trypanosoma scaffold 1,0,Xr-,
,554,14518,false,false,false,255 255 255 255,false,,,,,,,0,0.5,0.5,C1CN(CC2)C[C@@H](C12)C(F)n(c3cc(N)cc4)c(c5c34)N=COC5,AIDD_Results trypanosoma scaffold 1,AIDD_Results trypanosoma scaffold 1,0,Xr-,
,555,14748,false,false,false,255 255 255 255,false,,,,,,,0,0.5,0.5,C1C(N)Oc(c12)c3c(c(F)c2Cl)N(C)N4C(S3)=NC(NC4=O)C(C5=O)CCC5,AIDD_Results trypanosoma scaffold 1,AIDD_Results trypanosoma scaffold 1,0,Xr-,
,556,14789,false,false,false,255 255 255 255,false,,,,,,,0,0.5,0.5,CC(=O)Nc(c1)ccc(c12)N3C(N=CCC3=O)C2C[C@H](C45)CN(CC4)CC5,AIDD_Results trypanosoma scaffold 1,AIDD_Results trypanosoma scaffold 1,0,Xr-,
,557,15040,false,false,false,255 255 255 255,false,,,,,,,0,0.5,0.5,C1CCNc(c12)cccc2,AIDD_Results trypanosoma scaffold 1,AIDD_Results trypanosoma scaffold 1,0,HEPX+,
,558,15077,false,false,false,255 255 255 255,false,,,,,,,0,0,0.5,FCC(=O)C(C1=O)=CC(=C12)N(C(=O)C)c3c(C2)ncn(c3=O)C(=O)C,AIDD_Results trypanosoma scaffold 1,AIDD_Results trypanosoma scaffold 1,0,CL-,
,559,15257,false,false,false,255 255 255 255,false,,,,,,,0,0.5,0.5,CC(=O)Nc(cn1)c(=O)n(c12)C(C3N2C(=O)OC=N3)C[C@H](C45)CN(CC4)CC5,AIDD_Results trypanosoma scaffold 1,AIDD_Results trypanosoma scaffold 1,0,Xr-,
,560,15271,false,false,false,255 255 255 255,false,,,,,,,0,0.5,0.5,C1CN(CC2)C(C(=O)C)[C@@H](C12)C(CC)c3c(N=CCOC4=O)n4c(c35)c(=O)cc[nH]5,AIDD_Results trypanosoma scaffold 1,AIDD_Results trypanosoma scaffold 1,0,Xr-,
,561,15318,false,false,false,255 255 255 255,false,,,,,,,0,0.5,0.5,C1CN(CC2)C(C)[C@@H](C12)C(c3ncon3)c(c4)n(S(=O)(=O)C)c(c45)N=CCCO5,AIDD_Results trypanosoma scaffold 1,AIDD_Results trypanosoma scaffold 1,0,Xr-,
,562,15429,false,false,false,255 255 255 255,false,,,,,,,0,0.5,0.5,C1CN(CC2)C(CC12O)C(C)N(CCS3)n(c34)c(=O)ccc4C,AIDD_Results trypanosoma scaffold 1,AIDD_Results trypanosoma scaffold 1,0,Xm+,
,563,15466,false,false,false,255 255 255 255,false,,,,,,,0,0.5,0.5,C1CN(CC2)C(C(=O)C)[C@@H](C12)C(C)c3c(ncoc4=O)n4c(c35)c(O)ccn5,AIDD_Results trypanosoma scaffold 1,AIDD_Results trypanosoma scaffold 1,0,Xr-,
,564,15542,false,false,false,255 255 255 255,false,,,,,,,0,0.5,0.5,O=C(O)c(c1)ccc(c12)SC=CN2CC(CC34)N(CC3)CC4,AIDD_Results trypanosoma scaffold 1,AIDD_Results trypanosoma scaffold 1,0,Xm-,
,565,15563,false,false,false,255 255 255 255,false,,,,,,,0,0.5,0.5,o1ncnc1-n(ccc2=O)c(c23)SCCN3C(CC45O)N(CC4)CC5,AIDD_Results trypanosoma scaffold 1,AIDD_Results trypanosoma scaffold 1,0,Xr-,
,566,15672,false,false,false,255 255 255 255,false,,,,,,,0,0.5,0.5,n1cccnc1C([C@H](C23)C(C)N(CC2)CC3)c(c4)n(S(=O)(=O)C)c(c45)N=CCCO5,AIDD_Results trypanosoma scaffold 1,AIDD_Results trypanosoma scaffold 1,0,Xr-,
,567,15763,false,false,false,255 255 255 255,false,,,,,,,0,0.5,0.5,C1CN(CC2)C[C@@](C)(C12)C(C#N)(C)n(c3NC=NC4)c(c5c34)c(=O)ccn5C=O,AIDD_Results trypanosoma scaffold 1,AIDD_Results trypanosoma scaffold 1,0,Xr-,
,568,15772,false,false,false,255 255 255 255,false,,,,,,,0,0.5,0.5,c1cc(=O)n(C(=O)O)c(c12)N(C=CS2)[C@H](C34)CN(CC4)C(C3)C5CCCO5,AIDD_Results trypanosoma scaffold 1,AIDD_Results trypanosoma scaffold 1,0,Xr-,
,569,15830,false,false,false,255 255 255 255,false,,,,,,,0,0.5,0.5,NC(=O)c(c1)cc(F)c(c12)n3c(ncoc3=O)c2C(CC45)N(CO5)CC4,AIDD_Results trypanosoma scaffold 1,AIDD_Results trypanosoma scaffold 1,0,Xr-,
,570,15896,false,false,false,255 255 255 255,false,,,,,,,0,0.5,0.5,CC(O)Cc(c1)ccc(c12)N3C(N=COC3=O)C2C[C@H](C45)CN(CC4)CC5,AIDD_Results trypanosoma scaffold 1,AIDD_Results trypanosoma scaffold 1,0,Xr-,
